,tweet_id
532,1.3025752198827663e+18
533,1.3025738374442148e+18
534,1.3025726046628454e+18
535,1.3025564118559498e+18
536,1.3025561360847094e+18
537,1.3025303001243116e+18
538,1.3025269242338714e+18
539,1.302499284617556e+18
540,1.3024898586617403e+18
541,1.3024766726803087e+18
542,1.3024745524805878e+18
543,1.3024736308032553e+18
544,1.302466551082373e+18
545,1.3024618006847283e+18
546,1.3024554559611617e+18
547,1.3024542128911565e+18
548,1.3024529342825882e+18
549,1.302448471262204e+18
550,1.3024480559297618e+18
551,1.3024448078941348e+18
552,1.3024413525092188e+18
553,1.3024398912514744e+18
554,1.3024388684031508e+18
555,1.3024367543063306e+18
556,1.3024242019624428e+18
557,1.302418460702462e+18
558,1.3024153058771354e+18
559,1.3024080535438418e+18
560,1.3024068478073285e+18
561,1.302388527477543e+18
562,1.3023802150926295e+18
563,1.3023624824141005e+18
564,1.3023615941906063e+18
565,1.302361000721617e+18
566,1.3023604074414367e+18
567,1.3023517340487844e+18
568,1.302348440496517e+18
569,1.3023426353910743e+18
570,1.3023404589247488e+18
571,1.3023399923589816e+18
572,1.302335723975123e+18
573,1.3023355289106885e+18
574,1.302332752277037e+18
575,1.302332743699837e+18
576,1.3023291262049567e+18
577,1.3023269194221896e+18
578,1.302323065058218e+18
579,1.302321897728811e+18
580,1.3023197010921718e+18
581,1.3022985527570924e+18
582,1.3022961938930483e+18
583,1.302294755976581e+18
584,1.3022935268064952e+18
585,1.3022924522549944e+18
586,1.3022882973816955e+18
587,1.3022828146170143e+18
588,1.3022716685517824e+18
589,1.302269179890819e+18
590,1.302262779722838e+18
591,1.3022568958021837e+18
592,1.3022565229410386e+18
593,1.3022533658128425e+18
594,1.302238445646082e+18
595,1.3022355765280604e+18
596,1.302220138322768e+18
597,1.3022153129983631e+18
598,1.238252320061866e+18
599,1.238251445293658e+18
600,1.2382508269316014e+18
601,1.238250573520044e+18
602,1.2382503379763569e+18
603,1.2382501172511744e+18
604,1.23824969813529e+18
605,1.2382496877543793e+18
606,1.2382482874734674e+18
607,1.2382463336240415e+18
608,1.238244884928176e+18
609,1.2382423203839058e+18
610,1.2382416996353024e+18
611,1.2382399148583483e+18
612,1.2382399028878254e+18
613,1.238239775271854e+18
614,1.238238141699494e+18
615,1.2382368502607544e+18
616,1.2382361355722793e+18
617,1.2382349621149164e+18
618,1.238234226601927e+18
619,1.238234076647211e+18
620,1.2382323656480315e+18
621,1.2382319849939026e+18
622,1.2382317899041997e+18
623,1.238231725626581e+18
624,1.2382305287859364e+18
625,1.238228517097222e+18
626,1.2382232360071782e+18
627,1.2382225662311752e+18
628,1.238222348563542e+18
629,1.2382213648860283e+18
630,1.2382211809911355e+18
631,1.2382179912228905e+18
632,1.2382155561904046e+18
633,1.2382155508677755e+18
634,1.238214629534417e+18
635,1.238214194761212e+18
636,1.238213884386988e+18
637,1.2382138346633134e+18
638,1.238212150990168e+18
639,1.2382119506282865e+18
640,1.2382101958990766e+18
641,1.2382094579534193e+18
642,1.23820943818983e+18
643,1.2382093270490112e+18
644,1.2382092894723932e+18
645,1.2382064647092306e+18
646,1.238204900116439e+18
647,1.2382044066480374e+18
648,1.2382029569961206e+18
649,1.2382018145052836e+18
650,1.238201053553836e+18
651,1.2382008260296212e+18
652,1.2382008021640315e+18
653,1.2382006376382177e+18
654,1.238200409006768e+18
655,1.2382002334290002e+18
656,1.2381997852422597e+18
657,1.238199743949357e+18
658,1.2381989289417646e+18
659,1.2381968428457124e+18
660,1.2381967969182024e+18
661,1.2381964009298043e+18
662,1.2381963344543334e+18
663,1.2381950206556692e+18
664,1.238194330915033e+18
665,1.2381937068317614e+18
666,1.2381929893206426e+18
667,1.238192443557843e+18
668,1.2381924428027208e+18
669,1.2381920299701166e+18
670,1.2381914220603433e+18
671,1.238190673280381e+18
672,1.2381901856214016e+18
673,1.238190094953169e+18
674,1.2381893247530803e+18
675,1.238189219518038e+18
676,1.2381891791057592e+18
677,1.2381878900788677e+18
678,1.2381854251743314e+18
679,1.2381840960370893e+18
680,1.2381834847384904e+18
681,1.2381825775565906e+18
682,1.238182552696787e+18
683,1.2381822390552945e+18
684,1.238181819951878e+18
685,1.2381816997181686e+18
686,1.2381809884732252e+18
687,1.2381790675365642e+18
688,1.2381761868256911e+18
689,1.2381760241873306e+18
690,1.23817509659605e+18
691,1.2381736225792123e+18
692,1.2381733910911877e+18
693,1.2381731102028431e+18
694,1.238172956364165e+18
695,1.2381726914184847e+18
696,1.2402463980099092e+18
697,1.240246351159386e+18
698,1.2402462407946445e+18
699,1.240246238894674e+18
700,1.240244838014034e+18
701,1.2402447687911995e+18
702,1.2402445404071936e+18
703,1.240244532924625e+18
704,1.2402443745644626e+18
705,1.2402437639954555e+18
706,1.2402434631086408e+18
707,1.240243049495769e+18
708,1.24024296093304e+18
709,1.2402429485514342e+18
710,1.240242884663751e+18
711,1.2402428488276623e+18
712,1.240242300716036e+18
713,1.240242084944261e+18
714,1.2402416869507195e+18
715,1.2402416103042294e+18
716,1.2402413837151396e+18
717,1.2402413434959585e+18
718,1.2402411119621366e+18
719,1.24024092349943e+18
720,1.2402408173498655e+18
721,1.2402406788917125e+18
722,1.2402405511711007e+18
723,1.2402405182625997e+18
724,1.2402403993497682e+18
725,1.2402400962399478e+18
726,1.2402396896946135e+18
727,1.2402396474873364e+18
728,1.2402395799716946e+18
729,1.240239522715181e+18
730,1.2402393902045962e+18
731,1.2402393163764572e+18
732,1.2402392743579156e+18
733,1.2402391683007652e+18
734,1.2402391368558756e+18
735,1.2402391076468982e+18
736,1.240239099308413e+18
737,1.2402390887597875e+18
738,1.2402390207659336e+18
739,1.2402389081741883e+18
740,1.2402388958764974e+18
741,1.2402387145523814e+18
742,1.2402386978046976e+18
743,1.240238648337064e+18
744,1.2402386350998405e+18
745,1.2402385140605624e+18
746,1.2402384859041997e+18
747,1.240238448235008e+18
748,1.2402383782532751e+18
749,1.240238309428863e+18
750,1.240238259764179e+18
751,1.2402382237518766e+18
752,1.2402382174184202e+18
753,1.2402381771697562e+18
754,1.2402381030146417e+18
755,1.24023797828864e+18
756,1.2402379778901445e+18
757,1.2402379560378286e+18
758,1.2402379490163917e+18
759,1.2402378541371228e+18
760,1.2402378464532603e+18
761,1.2402376628810916e+18
762,1.240237643612422e+18
763,1.2402376256398746e+18
764,1.2402374094652744e+18
765,1.2402373414211052e+18
766,1.2402372973601628e+18
767,1.2402371390713242e+18
768,1.2402370945193902e+18
769,1.2402370789165875e+18
770,1.2402370294613402e+18
771,1.2402370050255544e+18
772,1.240237002525737e+18
773,1.2402367985355448e+18
774,1.240236630683705e+18
775,1.240236365104767e+18
776,1.2402361972613243e+18
777,1.2402361390904934e+18
778,1.2402361335874191e+18
779,1.2402360203160412e+18
780,1.240235934014202e+18
781,1.2402357181250068e+18
782,1.240235698101289e+18
783,1.2402356938273382e+18
784,1.2402356912520724e+18
785,1.2402354762812498e+18
786,1.24023539251277e+18
787,1.2402353685549343e+18
788,1.2402353033375212e+18
789,1.2402352888210227e+18
790,1.2402352699216732e+18
791,1.2402352395842683e+18
792,1.2402352104000758e+18
793,1.2402347980457042e+18
794,1.2402347737941647e+18
795,1.2402346617098445e+18
796,1.3828454149452104e+18
797,1.3828400439878697e+18
798,1.3828386700807537e+18
799,1.3828312176498033e+18
800,1.382830919065559e+18
801,1.3828261064668037e+18
802,1.3828252619017093e+18
803,1.382821262645461e+18
804,1.382820030790914e+18
805,1.3828157348253243e+18
806,1.3828110337444618e+18
807,1.382810264291119e+18
808,1.3828077216076308e+18
809,1.3828052110817567e+18
810,1.38279820912742e+18
811,1.382795718079955e+18
812,1.3827930195653468e+18
813,1.3827927738925097e+18
814,1.3827926499172188e+18
815,1.3827925449547776e+18
816,1.3827920455851213e+18
817,1.3827841131663237e+18
818,1.3827695476153426e+18
819,1.3827679951775048e+18
820,1.3827538967376443e+18
821,1.3827448705409393e+18
822,1.382743008244859e+18
823,1.382738579558855e+18
824,1.382738053576454e+18
825,1.3827370295622697e+18
826,1.3827365173077197e+18
827,1.3827352785115955e+18
828,1.3827350217908593e+18
829,1.3827293527695729e+18
830,1.3827272016075323e+18
831,1.3827268762931732e+18
832,1.3827263731024732e+18
833,1.382725264577241e+18
834,1.3827167112463688e+18
835,1.3827153748614963e+18
836,1.3827146577529364e+18
837,1.3827098995583263e+18
838,1.382700437896364e+18
839,1.382698814243545e+18
840,1.3826983068669788e+18
841,1.3826974537832366e+18
842,1.382695834043695e+18
843,1.382695227656405e+18
844,1.382693971563053e+18
845,1.3826927636118405e+18
846,1.3826859167628698e+18
847,1.382681736253821e+18
848,1.382677231156138e+18
849,1.3826741093944852e+18
850,1.3826708628815544e+18
851,1.382669839815295e+18
852,1.3826686632753275e+18
853,1.382665024464953e+18
854,1.3826611809137623e+18
855,1.382659251311612e+18
856,1.3826501045160755e+18
857,1.3826488424583987e+18
858,1.3826447049955492e+18
859,1.3826433500172452e+18
860,1.382639564565676e+18
861,1.3826373125682176e+18
862,1.3826308648954143e+18
863,1.3826308640775537e+18
864,1.382612962431619e+18
865,1.382599001237754e+18
866,1.3825944055179182e+18
867,1.3825910513791877e+18
868,1.38258789322761e+18
869,1.382587663350444e+18
870,1.3825875627164467e+18
871,1.38257582387456e+18
872,1.3825715173224817e+18
873,1.3825596787821855e+18
874,1.382555397387653e+18
875,1.3825544215449068e+18
876,1.3825516065337098e+18
877,1.382542891491414e+18
878,1.382541319663354e+18
879,1.38253924517743e+18
880,1.3825390076916818e+18
881,1.382535313172566e+18
882,1.3825344756036155e+18
883,1.3825330598583378e+18
884,1.3825316881908613e+18
885,1.3825292763863695e+18
886,1.382527700066128e+18
887,1.3825257751533363e+18
888,1.3825247827809608e+18
889,1.3672612980571177e+18
890,1.3672601959366984e+18
891,1.3672600928575406e+18
892,1.367259988297732e+18
893,1.367258596099162e+18
894,1.3672580357233992e+18
895,1.3672572987673313e+18
896,1.367255196808573e+18
897,1.367249392760103e+18
898,1.367246964618793e+18
899,1.3672445232570122e+18
900,1.367242779072422e+18
901,1.3672412685695304e+18
902,1.3672408929652204e+18
903,1.367238395253035e+18
904,1.3672374024698225e+18
905,1.3672318210884567e+18
906,1.3672315154621686e+18
907,1.3672305439354716e+18
908,1.3672301934300692e+18
909,1.3672298739248087e+18
910,1.3672290750649876e+18
911,1.3672280520448778e+18
912,1.3672276617648087e+18
913,1.3672223016121958e+18
914,1.367218640244908e+18
915,1.3672181147783127e+18
916,1.3672177200397967e+18
917,1.367216152514949e+18
918,1.3672145084903877e+18
919,1.3672135125110292e+18
920,1.367213141566886e+18
921,1.3672129628516106e+18
922,1.3672122064384246e+18
923,1.3672097894118892e+18
924,1.3672097098502636e+18
925,1.367209386880344e+18
926,1.36720928777728e+18
927,1.3672082983494287e+18
928,1.3672078551415767e+18
929,1.3672067857030472e+18
930,1.36720483803605e+18
931,1.3672043830001705e+18
932,1.3672032950565683e+18
933,1.3672030273425326e+18
934,1.3672010721970995e+18
935,1.3672003032637235e+18
936,1.3671991630629683e+18
937,1.367195659699282e+18
938,1.3671950230500844e+18
939,1.367194641171288e+18
940,1.367194273246974e+18
941,1.3671935853727334e+18
942,1.367189088780968e+18
943,1.3671888800975626e+18
944,1.3671885231582413e+18
945,1.367186935131771e+18
946,1.3671846010518528e+18
947,1.3671825506034278e+18
948,1.3671822987732992e+18
949,1.367182207584854e+18
950,1.3671818626663465e+18
951,1.3671816726181888e+18
952,1.367181243071144e+18
953,1.3671810041301156e+18
954,1.367180932294144e+18
955,1.3671806194704097e+18
956,1.3671804425336955e+18
957,1.3671781129083494e+18
958,1.3671775382844375e+18
959,1.3671746740614062e+18
960,1.367173506325168e+18
961,1.3671732479183462e+18
962,1.3671731620861133e+18
963,1.3671726342287196e+18
964,1.367172232393425e+18
965,1.367170098566484e+18
966,1.3671682662049423e+18
967,1.3671682282506854e+18
968,1.3671630744871977e+18
969,1.3671621706061988e+18
970,1.3671601115218002e+18
971,1.367159747875664e+18
972,1.3671589434248645e+18
973,1.3671546135693967e+18
974,1.3671531333240218e+18
975,1.3671529212138906e+18
976,1.367152656205054e+18
977,1.3671511484576197e+18
978,1.3671467109888205e+18
979,1.367145652904358e+18
980,1.3671455874942894e+18
981,1.3671445742426194e+18
982,1.3671401144558838e+18
983,1.3671390338270536e+18
984,1.367137998123524e+18
985,1.3671365788633088e+18
986,1.3671348499878298e+18
987,1.367133595123536e+18
988,1.2416325128557404e+18
989,1.241632497043034e+18
990,1.2416286659072369e+18
991,1.241627944260436e+18
992,1.2416261356177695e+18
993,1.2416247782863053e+18
994,1.2416244913078886e+18
995,1.2416203587567985e+18
996,1.241618872370856e+18
997,1.241618347239727e+18
998,1.241614604117082e+18
999,1.241614296653562e+18
1000,1.241613782515769e+18
1001,1.2416131271431946e+18
1002,1.24161260246093e+18
1003,1.2416125044317225e+18
1004,1.2416124588269732e+18
1005,1.2416120473783378e+18
1006,1.2416113652544348e+18
1007,1.2416109048373207e+18
1008,1.2416107225488955e+18
1009,1.241610698452394e+18
1010,1.2416097722956964e+18
1011,1.2416097503091548e+18
1012,1.2416089326925783e+18
1013,1.2416082473683927e+18
1014,1.2416070547347046e+18
1015,1.2416063931713372e+18
1016,1.2416059508694712e+18
1017,1.2416039527283098e+18
