,date,decision_tree_score,cnn_score,lgbm_score,sgd_score,random_forest_score
0,2020-08-24,0.0,0.02533167,0.0019482927506219,0.0634121470703822,0.0
1,2020-08-24,0.0,0.011674124,0.0012926168587208,0.0335526186953801,0.0
2,2020-08-24,0.0,0.02533167,0.0019482927506219,0.0634121470703822,0.0
3,2020-08-24,0.0,0.02533167,0.0019482927506219,0.0634121470703822,0.0
4,2020-08-24,0.0,0.02533167,0.0019482927506219,0.0634121470703822,0.0
5,2020-08-24,0.0,0.018987404,0.0013472689227097,0.0350845833781607,0.0
6,2020-08-24,0.2000000029802322,0.052354492,0.1792729861856015,0.2240913332763892,0.2749999985098839
7,2020-08-24,0.0,0.067184284,0.0138996500234684,-6.143351078641279e-05,0.0
8,2020-08-24,0.0,0.003558986,-5.018444322250962e-05,-0.0117424535776502,0.0
9,2020-08-24,0.0,0.026190512,0.0008313347893579,-0.0167284716803474,0.0
10,2020-08-24,0.0,0.027114386,0.0009235105201302,-0.0086532965571276,0.0
11,2020-08-24,0.6000000238418579,0.06921744,0.3625307131524407,0.3667395355558141,0.3500000052154064
12,2020-08-24,0.0,0.051968433,0.002833827204983,0.0848140328445558,0.0
13,2020-08-24,0.0,0.003558986,-5.018444322250962e-05,-0.0117424535776502,0.0
14,2020-08-24,0.0,0.042496193,-0.0014445073479909,0.0437247984625319,0.0
15,2020-08-24,0.2000000029802322,0.043063447,0.2144999471689828,0.2192882185011165,0.1000000014901161
16,2020-08-24,0.0,0.039549302,0.1002592091145132,0.1059783580474509,0.050000000745058
17,2020-08-24,0.0,0.042338006,0.0107773063359612,0.086489519915624,0.0
18,2020-08-24,0.0,0.06862003,0.0184981579771275,0.0487162631674845,0.0
19,2020-08-24,0.4000000059604645,0.07499357,0.4045581916627443,0.326589463383251,0.2500000074505806
20,2020-08-24,0.0,0.004098485,0.0006277652599274,0.0120164177333218,0.0
21,2020-08-24,0.0,0.007542107,0.0041861899457211,-0.0049396756365771,0.0
22,2020-08-24,0.0,0.004603046,0.0004464643617478,0.0097305301944253,0.0
23,2020-08-24,0.0,0.069646105,0.0024964489183699,0.0368895647797122,0.0
24,2020-08-24,0.0,0.11296628,0.0788541482994366,0.1259158739688424,0.1000000014901161
25,2020-08-24,0.0,0.005932717,0.0003569483336861,0.0280786291758436,0.0
26,2020-08-24,0.0,0.021599924,0.0021146895363464,0.0203891999312597,0.0
27,2020-08-24,0.0,0.007830483,0.0002689410075062,0.019216846071453,0.0
28,2020-08-24,0.0,0.012066023,0.0050250086124557,0.0346554843359401,0.0
29,2020-08-24,0.0,0.012267913,0.0048532192271541,0.0355476274736688,0.0
30,2020-08-24,0.6000000238418579,0.48476264,0.6001586972281326,0.4341150875920945,0.5250000096857548
31,2020-08-24,0.0,0.016987571,-0.0049394342235794,0.0139343694801115,0.0
32,2020-08-24,0.0,0.01289205,0.0132552549195035,0.0006732667701363,0.0
33,2020-08-24,0.0,0.003558986,-5.018444322250962e-05,-0.0117424535776502,0.0
34,2020-08-24,0.0,0.003558986,-5.018444322250962e-05,-0.0117424535776502,0.0
35,2020-08-24,0.0,0.003558986,-5.018444322250962e-05,-0.0117424535776502,0.0
36,2020-08-24,0.0,0.032473434,0.0741702023539201,0.1108520621786179,0.050000000745058
37,2020-08-24,0.0,0.034561753,0.0004264840664273,0.0393603531495843,0.0
38,2020-08-24,0.0,0.002921324,0.0001595056029553,0.0113573146168848,0.0
39,2020-08-24,0.6000000238418579,0.28794467,0.231926630027611,0.2087832073178602,0.1750000044703483
40,2020-08-24,0.0,0.019436652,0.0264077754767154,0.0191988020764998,0.0
41,2020-08-24,0.0,0.040212788,-0.0027516094582438,0.0447383709390349,0.0
42,2020-08-24,0.0,0.02463244,0.1600427516840236,0.1176213794864627,0.1000000014901161
43,2020-08-24,0.0,0.003558986,-5.018444322250962e-05,-0.0117424535776502,0.0
44,2020-08-24,0.0,0.003968585,0.0003221083136248,-0.0055194756759295,0.0
45,2020-08-24,0.0,0.003558986,-5.018444322250962e-05,-0.0117424535776502,0.0
46,2020-08-24,0.0,0.003558986,-5.018444322250962e-05,-0.0117424535776502,0.0
47,2020-08-24,0.0,0.03466794,0.0024690522404419,0.0300862834286932,0.0
48,2020-08-24,0.0,0.08871735,0.2483258204137914,0.311146702378977,0.3250000067055225
49,2020-08-24,0.0,0.003558986,-5.018444322250962e-05,-0.0117424535776502,0.0
50,2020-08-24,0.0,0.006684256,0.0170131951736675,0.0183997296889896,0.0
51,2020-08-24,0.0,0.12503946,0.0028971155490887,0.0674371085954324,0.0
52,2020-08-24,0.0,0.051264603,0.0494081841476888,0.092451487113503,0.050000000745058
53,2020-08-24,0.0,0.003558986,-5.018444322250962e-05,-0.0117424535776502,0.0
54,2020-08-24,0.0,0.003558986,-5.018444322250962e-05,-0.0117424535776502,0.0
55,2020-08-24,0.0,0.024487132,0.0022830737321332,0.0174805564503381,0.0
56,2020-08-24,0.0,0.10534061,0.0015224635835822,0.0620119121663564,0.0
57,2020-08-24,0.0,0.023314465,0.015648007043486,0.0386345869339809,0.0
58,2020-08-24,0.0,0.06011725,0.0021438547506036,0.0518243122502096,0.0
59,2020-08-24,0.0,0.003558986,-5.018444322250962e-05,-0.0117424535776502,0.0
60,2020-08-24,0.0,0.006684256,0.0170131951736675,0.0183997296889896,0.0
61,2020-08-24,0.0,0.04307814,0.0014045719101724,0.0196573200857227,0.0
62,2020-08-24,0.0,0.0152589,0.0035763122916587,0.040836022083594,0.0
63,2020-08-24,0.0,0.001539293,6.227829360581202e-05,0.0032737368322973,0.0
64,2020-08-24,0.0,0.003558986,-5.018444322250962e-05,-0.0117424535776502,0.0
65,2020-08-24,0.0,0.003100543,0.0145643393478897,0.0507352641987344,0.1250000037252903
66,2020-08-24,0.0,0.003558986,-5.018444322250962e-05,-0.0117424535776502,0.0
67,2020-08-24,0.0,0.02674296,0.0130715940548835,0.0009409948931003,0.0
68,2020-08-24,0.0,0.029744532,0.0135322150618139,0.0242311508340332,0.0
69,2020-08-24,0.0,0.0152589,0.0035763122916587,0.040836022083594,0.0
70,2020-08-24,0.0,0.024924135,0.000563196839286,0.0086958010936523,0.0
71,2020-08-24,0.0,0.003558986,-5.018444322250962e-05,-0.0117424535776502,0.0
72,2020-08-24,0.0,0.03466794,0.0024690522404419,0.0300862834286932,0.0
73,2020-08-24,0.2000000029802322,0.055177964,0.2101342934387837,0.287986061883727,0.2500000037252903
74,2020-08-24,0.0,0.088441364,0.0259319366679626,0.0783422541772612,0.050000000745058
75,2020-08-24,0.0,0.003558986,-5.018444322250962e-05,-0.0117424535776502,0.0
76,2020-08-24,0.0,0.03178157,0.0035649692164271,0.0115511102671603,0.0
77,2020-07-31,0.0,0.013213835,0.0274720080592288,0.0688416252044882,0.0
78,2020-07-31,0.0,0.009404647,0.0001715579060729,0.0363885788725961,0.0
79,2020-07-31,0.2000000029802322,0.14148991,0.1282366210667748,0.1491957194773729,0.2500000037252903
80,2020-07-31,0.0,0.036904573,0.0072453370182771,0.0577885246482031,0.0
81,2020-07-31,0.8999999761581421,0.13995591,0.2106011654120324,0.2409831448393675,0.1500000059604644
